n,max_levels,k, cpu_ms, cublas_kernel_ms, cublas_total_ms, gpu_kernel_ms, gpu_total_ms, ops_cublas, ops_gpu, gflops_cublas, gflops_gpu, relerr_cublas, relerr_custom
4096,6,6,16.017612,0.139520,26.995075,0.139512,3.502842,33554432,1114112,240.537250,8.000045,0.000001180,0.000001154
4096,6,8,16.036638,0.138496,25.638513,0.135028,3.661185,33554432,1310720,242.286250,9.738983,0.000001228,0.000001204
4096,6,10,16.523250,0.139136,28.151537,0.138120,4.030976,33554432,1507328,241.219125,10.915888,0.000001175,0.000001150
4096,6,12,16.047013,0.139524,26.821250,0.146032,4.503041,33554432,1703936,240.553000,11.693925,0.000001166,0.000001147
4096,6,14,16.065875,0.139776,28.044800,0.140804,4.718976,33554432,1900544,240.064750,13.512925,0.000001182,0.000001160
4096,6,16,16.105800,0.141056,28.402413,0.138752,5.006469,33554432,2097152,238.005125,15.122613,0.000001169,0.000001149
4096,6,18,16.039075,0.139520,29.116163,0.143616,5.322113,33554432,2293760,240.537250,16.012238,0.000001194,0.000001179
4096,8,6,16.045500,0.139648,27.080825,0.173048,11.210250,33554432,917504,240.307375,5.303211,0.000001182,0.000001161
4096,8,8,16.629062,0.138232,26.555150,0.174592,10.103048,33554432,1179648,242.759625,6.762828,0.000001119,0.000001101
4096,8,10,16.052350,0.138756,27.008000,0.177408,11.751413,33554432,1441792,241.866125,8.129631,0.000001152,0.000001133
4096,8,12,16.044512,0.139264,27.563650,0.178684,11.920388,33554432,1703936,240.998875,9.551383,0.000001164,0.000001145
4096,8,14,16.011337,0.138368,27.623925,0.181900,12.751363,33554432,1966080,242.512625,10.824336,0.000001205,0.000001185
4096,8,16,16.035475,0.138240,25.692150,0.181500,11.567600,33554432,2228224,242.759000,12.298825,0.000001166,0.000001147
4096,8,18,16.039362,0.138880,25.720688,0.187264,13.357587,33554432,2490368,241.676000,13.350375,0.000001190,0.000001175
4096,10,6,16.032612,0.140800,25.408650,0.232580,45.405313,33554432,1015808,238.515250,4.380829,0.000001147,0.000001130
4096,10,8,16.056750,0.139648,27.521137,0.197880,21.460225,33554432,1245184,240.307250,6.300869,0.000001167,0.000001142
4096,10,10,16.073125,0.139136,25.004687,0.208768,22.975100,33554432,1540096,241.190125,7.397016,0.000001194,0.000001174
4096,10,12,16.051350,0.138244,25.356550,0.212092,23.134975,33554432,1835008,242.751625,8.661948,0.000001210,0.000001191
4096,10,14,16.647525,0.139516,26.180488,0.211844,24.148612,33554432,2129920,240.527500,10.085745,0.000001152,0.000001134
4096,10,16,16.037613,0.139904,27.424012,0.180744,11.786500,33554432,2228224,239.887125,12.355438,0.000001203,0.000001186
4096,10,18,16.036875,0.139516,26.763375,0.184584,13.473662,33554432,2490368,240.557500,13.518062,0.000001180,0.000001163
4096,12,6,16.009075,0.139264,29.606275,0.226824,45.690225,33554432,1015808,240.973750,4.490585,0.000001140,0.000001123
4096,12,8,16.650650,0.138368,26.544375,0.192772,21.207275,33554432,1245184,242.539125,6.461125,0.000001187,0.000001168
4096,12,10,16.084725,0.139136,26.252400,0.211328,23.136000,33554432,1540096,241.199750,7.313194,0.000001143,0.000001124
4096,12,12,16.021275,0.139908,27.426050,0.211320,23.684738,33554432,1835008,239.857625,8.704689,0.000001157,0.000001136
4096,12,14,16.029238,0.138752,26.146175,0.206596,23.722763,33554432,2129920,241.879500,10.330265,0.000001171,0.000001151
4096,12,16,16.037775,0.139648,27.486850,0.179964,11.780613,33554432,2228224,240.313750,12.404563,0.000001218,0.000001198
4096,12,18,16.002000,0.139136,27.760887,0.183172,13.534325,33554432,2490368,241.203250,13.605200,0.000001211,0.000001194
8192,2,6,64.223175,0.454656,55.752688,0.210952,10.727562,134217728,33947648,295.213125,161.018500,0.000001754,0.000001711
8192,2,8,64.188675,0.455932,62.233088,0.208388,12.403475,134217728,34078720,294.394875,163.632875,0.000001606,0.000001561
8192,2,10,64.234325,0.455680,74.725463,0.206720,14.729725,134217728,34209792,294.547500,165.493000,0.000001663,0.000001613
8192,2,12,64.265425,0.454524,64.601475,0.211204,14.588675,134217728,34340864,295.305625,162.633500,0.000001677,0.000001625
8192,2,14,64.272025,0.453884,61.760375,0.206976,13.681688,134217728,34471936,295.711375,166.584375,0.000001734,0.000001689
8192,2,16,64.284137,0.455420,61.609088,0.211052,13.902200,134217728,34603008,294.716750,164.035125,0.000001692,0.000001644
8192,2,18,64.499562,0.454656,63.874437,0.208368,14.569350,134217728,34734080,295.214250,166.707000,0.000001678,0.000001633
8192,4,6,65.486525,0.455796,69.238150,0.129396,5.503753,134217728,9175040,294.476125,70.981138,0.000001741,0.000001691
8192,4,8,64.463612,0.453888,75.638850,0.132316,6.081539,134217728,9437184,295.712000,71.361388,0.000001709,0.000001656
8192,4,10,64.257788,0.453764,69.654200,0.128648,6.590084,134217728,9699328,295.796250,75.497725,0.000001704,0.000001651
8192,4,12,64.373025,0.454392,57.737462,0.130152,7.269127,134217728,9961472,295.381625,76.646100,0.000001657,0.000001614
8192,4,14,64.165700,0.454276,57.105913,0.132620,7.872131,134217728,10223616,295.459625,77.247962,0.000001659,0.000001614
8192,4,16,64.235725,0.454924,57.011200,0.135552,8.354185,134217728,10485760,295.040375,77.515213,0.000001726,0.000001674
8192,4,18,64.237700,0.454144,67.324388,0.137992,9.085950,134217728,10747904,295.546125,78.107912,0.000001686,0.000001636
8192,6,6,64.283113,0.454152,54.644600,0.136452,4.530689,134217728,3276800,295.538875,24.075150,0.000001703,0.000001658
8192,6,8,64.188325,0.456704,57.153663,0.145020,5.064315,134217728,3670016,293.886000,25.350838,0.000001641,0.000001596
8192,6,10,64.212887,0.457468,51.347325,0.147200,5.837187,134217728,4063232,293.406875,27.663250,0.000001680,0.000001634
8192,6,12,64.318538,0.455936,83.757063,0.143736,7.026946,134217728,4456448,294.390375,31.071375,0.000001686,0.000001641
8192,6,14,64.223888,0.454536,69.808537,0.144128,7.618689,134217728,4849664,295.292125,33.745188,0.000001662,0.000001610
8192,6,16,64.287662,0.454016,59.349362,0.138240,8.000008,134217728,5242880,295.625875,37.976725,0.000001643,0.000001600
8192,6,18,64.248487,0.461568,71.824787,0.146692,9.108866,134217728,5636096,290.962125,38.469938,0.000001685,0.000001639
8192,8,6,64.227450,0.455940,57.018763,0.179824,11.497725,134217728,2097152,294.383625,11.680175,0.000001666,0.000001617
8192,8,8,64.181112,0.453368,68.004362,0.173448,10.965750,134217728,2621440,296.050250,15.136188,0.000001703,0.000001655
8192,8,10,64.178350,0.454528,61.068925,0.181376,12.988550,134217728,3145728,295.295750,17.352950,0.000001730,0.000001672
8192,8,12,64.394662,0.455552,62.809100,0.179732,13.468425,134217728,3670016,294.632625,20.439900,0.000001691,0.000001641
8192,8,14,65.012687,0.455424,54.707338,0.213384,15.982200,134217728,4194304,294.720500,19.696050,0.000001685,0.000001639
8192,8,16,64.218225,0.454784,57.146388,0.210968,16.125937,134217728,4718592,295.127375,22.380188,0.000001674,0.000001627
8192,8,18,64.186475,0.453256,66.148038,0.209420,17.859450,134217728,5242880,296.121625,25.038663,0.000001709,0.000001656
8192,10,6,64.472037,0.454912,83.794100,0.249724,45.358475,134217728,2097152,295.054375,9.053391,0.000001704,0.000001655
8192,10,8,64.267437,0.453376,53.067525,0.218256,41.379587,134217728,2752512,296.050750,12.653087,0.000001732,0.000001681
8192,10,10,64.209838,0.455684,58.858100,0.228332,46.264338,134217728,3407872,294.543375,14.945775,0.000001670,0.000001621
8192,10,12,64.445787,0.456572,66.055900,0.231712,46.529800,134217728,4063232,293.974500,17.572937,0.000001688,0.000001638
8192,10,14,64.179325,0.452736,53.232388,0.225424,47.277687,134217728,4718592,296.469125,20.974912,0.000001617,0.000001567
8192,10,16,64.251388,0.454912,56.008575,0.201604,23.371137,134217728,4980736,295.045875,24.735275,0.000001707,0.000001656
8192,10,18,64.220237,0.455684,53.696488,0.213128,27.266175,134217728,5570560,294.545125,26.195075,0.000001735,0.000001687
8192,12,6,64.283388,0.455804,62.700275,0.265216,91.822075,134217728,2228224,294.465750,8.422142,0.000001654,0.000001608
8192,12,8,64.189112,0.455928,60.931838,0.218756,41.998600,134217728,2752512,294.388750,12.583450,0.000001644,0.000001601
8192,12,10,64.249625,0.457088,69.504662,0.234116,46.189037,134217728,3407872,293.647375,14.584988,0.000001708,0.000001665
8192,12,12,64.293937,0.459904,59.937925,0.231564,46.888450,134217728,4063232,291.931000,17.587062,0.000001646,0.000001596
8192,12,14,64.135537,0.455816,59.159937,0.233084,48.935288,134217728,4718592,294.460875,20.274487,0.000001695,0.000001648
8192,12,16,64.183387,0.456072,57.775888,0.214416,23.288688,134217728,4980736,294.314375,23.914012,0.000001696,0.000001651
8192,12,18,65.234488,0.455296,67.448775,0.205204,27.029637,134217728,5570560,294.826000,27.207462,0.000001714,0.000001668
16384,2,6,258.019500,1.724419,193.902875,0.539776,49.001063,536870912,135004160,311.346000,250.121250,0.000002271,0.000002249
16384,2,8,258.857250,1.717636,171.360375,0.543480,43.146750,536870912,135266304,312.564875,248.958375,0.000002334,0.000002313
16384,2,10,258.231500,1.717885,161.904625,0.543104,42.616838,536870912,135528448,312.520000,249.572125,0.000002293,0.000002275
16384,2,12,257.129625,1.720708,159.470625,0.543104,65.405750,536870912,135790592,312.009125,250.031250,0.000002338,0.000002317
16384,2,14,257.578500,1.719556,169.641250,0.550632,46.042612,536870912,136052736,312.218375,247.106625,0.000002278,0.000002259
16384,2,16,262.418250,1.720825,183.322250,0.553476,51.018350,536870912,136314880,312.001875,246.395375,0.000002362,0.000002344
16384,2,18,257.703750,1.716732,165.302750,0.567416,47.360650,536870912,136577024,312.730250,240.947000,0.000002325,0.000002305
16384,4,6,257.935000,1.716876,155.570500,0.252808,13.430138,536870912,35127296,312.703250,139.171750,0.000002347,0.000002324
16384,4,8,257.989250,1.719804,192.020125,0.257268,14.448638,536870912,35651584,312.172875,138.675250,0.000002260,0.000002237
16384,4,10,256.939125,1.720191,168.003875,0.256756,14.752913,536870912,36175872,312.106875,140.997875,0.000002283,0.000002261
16384,4,12,260.062625,1.715850,205.256625,0.256264,19.931925,536870912,36700160,312.891000,143.243000,0.000002338,0.000002316
16384,4,14,257.666375,1.716105,180.489750,0.274552,23.668475,536870912,37224448,312.844500,135.690250,0.000002383,0.000002357
16384,4,16,259.372875,1.716992,160.622125,0.270068,22.797950,536870912,37748736,312.685625,139.852125,0.000002343,0.000002320
16384,4,18,259.644000,1.716481,154.478375,0.274292,24.070150,536870912,38273024,312.774625,139.602000,0.000002314,0.000002291
16384,6,6,260.041000,1.716608,179.227875,0.174872,8.883200,536870912,10747904,312.752375,61.574475,0.000002233,0.000002209
16384,6,8,257.631125,1.718260,151.291500,0.176888,9.750399,536870912,11534336,312.451375,65.439162,0.000002414,0.000002389
16384,6,10,257.523000,1.716352,174.289125,0.179308,12.120712,536870912,12320768,312.797875,68.742238,0.000002223,0.000002198
16384,6,12,258.746750,1.721471,169.432625,0.192744,15.046675,536870912,13107200,311.876625,68.568337,0.000002315,0.000002294
16384,6,14,258.172250,1.717249,171.263500,0.207748,17.384313,536870912,13893632,312.634875,66.992050,0.000002302,0.000002281
16384,6,16,258.276875,1.717510,175.747750,0.202236,18.577163,536870912,14680064,312.587625,72.623750,0.000002339,0.000002315
16384,6,18,257.335625,1.720835,157.475375,0.210656,19.944450,536870912,15466496,311.984125,73.543725,0.000002320,0.000002295
16384,8,6,257.253125,1.719036,149.277125,0.188940,12.761725,536870912,5242880,312.310250,27.786875,0.000002405,0.000002381
16384,8,8,257.585000,1.722359,149.056625,0.185620,13.468288,536870912,6291456,311.711250,33.987913,0.000002270,0.000002248
16384,8,10,256.778625,1.717501,142.793000,0.192144,15.576313,536870912,7340032,312.589000,38.366700,0.000002345,0.000002323
16384,8,12,256.908125,1.716238,140.531500,0.197868,18.723575,536870912,8388608,312.819500,42.495600,0.000002285,0.000002262
16384,8,14,256.793625,1.717631,140.346625,0.223956,21.945837,536870912,9437184,312.564875,42.162388,0.000002349,0.000002328
16384,8,16,256.851500,1.718902,143.254875,0.227840,23.984275,536870912,10485760,312.334250,46.061550,0.000002300,0.000002281
16384,8,18,257.677250,1.719664,151.551875,0.226812,25.354888,536870912,11534336,312.198750,50.905600,0.000002320,0.000002297
16384,10,6,258.552375,1.720068,149.319000,0.266512,45.418900,536870912,4456448,312.127125,16.729637,0.000002340,0.000002317
16384,10,8,257.355875,1.715968,148.341500,0.268152,41.744887,536870912,5767168,312.868375,21.539137,0.000002357,0.000002334
16384,10,10,257.459625,1.720186,150.286625,0.280196,50.319113,536870912,7077888,312.104875,25.337913,0.000002335,0.000002311
16384,10,12,257.273750,1.719288,141.703125,0.271396,51.505800,536870912,8388608,312.264750,30.938112,0.000002356,0.000002331
16384,10,14,256.785250,1.717375,142.577250,0.272540,54.504838,536870912,9699328,312.611750,35.590187,0.000002270,0.000002249
16384,10,16,257.556125,1.719039,160.041750,0.282328,51.281275,536870912,11010048,312.309625,39.050750,0.000002351,0.000002328
16384,10,18,258.746250,1.718020,201.168875,0.288396,60.823437,536870912,12320768,312.494250,42.846313,0.000002382,0.000002362
16384,12,6,257.017750,1.718660,165.760500,0.317424,195.703375,536870912,4849664,312.378000,15.312900,0.000002295,0.000002273
16384,12,8,256.813625,1.719936,157.715625,0.298636,91.038325,536870912,6029312,312.146125,20.210900,0.000002336,0.000002313
16384,12,10,257.740375,1.720584,198.914375,0.309076,100.285225,536870912,7471104,312.028500,24.204438,0.000002334,0.000002310
16384,12,12,256.685875,1.718534,141.551625,0.308204,99.886888,536870912,8912896,312.401750,28.944012,0.000002272,0.000002253
16384,12,14,257.054875,1.716864,159.744875,0.309500,104.488375,536870912,10354688,312.705375,33.463825,0.000002321,0.000002301
16384,12,16,256.810125,1.717893,158.514625,0.284800,51.293050,536870912,11010048,312.518500,38.794312,0.000002327,0.000002306
16384,12,18,256.820750,1.717889,152.130625,0.285688,59.211137,536870912,12320768,312.518875,43.172075,0.000002322,0.000002301
32768,2,6,1028.381250,7.378816,735.159750,1.838085,163.127000,2147483648,538443776,291.034000,292.939625,0.000003255,0.000003240
32768,2,8,1029.478750,7.374721,826.889000,1.838588,172.527375,2147483648,538968064,291.195875,293.142875,0.000003332,0.000003320
32768,2,10,1027.996250,7.369360,943.538000,1.842048,182.440500,2147483648,539492352,291.407875,292.882750,0.000003362,0.000003350
32768,2,12,1030.766250,7.374719,892.150750,1.841804,175.123375,2147483648,540016640,291.197000,293.204125,0.000003230,0.000003214
32768,2,14,1029.545000,7.366904,1029.692625,1.842424,182.532250,2147483648,540540928,291.504625,293.388250,0.000003311,0.000003299
32768,2,16,1030.378750,7.363200,1089.435375,1.847280,179.990125,2147483648,541065216,291.652125,292.906500,0.000003221,0.000003208
32768,2,18,1032.608750,7.370481,827.374125,1.840267,156.662500,2147483648,541589504,291.363375,294.306625,0.000003270,0.000003259
32768,4,6,1028.107500,7.375105,635.426875,0.597896,42.581650,2147483648,137363456,291.181625,229.774125,0.000003371,0.000003359
32768,4,8,1030.475000,7.375609,919.160375,0.610444,50.508412,2147483648,138412032,291.160750,226.757750,0.000003314,0.000003294
32768,4,10,1029.443750,7.368709,1275.556375,0.612488,64.328200,2147483648,139460608,291.433250,227.727625,0.000003263,0.000003244
32768,4,12,1032.407500,7.381889,857.581875,0.613252,58.470013,2147483648,140509184,290.913750,229.162500,0.000003197,0.000003180
32768,4,14,1027.703750,7.381373,1150.461750,0.619892,68.766200,2147483648,141557760,290.933875,228.387250,0.000003258,0.000003240
32768,4,16,1029.757500,7.377284,1063.747875,0.619884,80.816025,2147483648,142606336,291.095375,230.077750,0.000003335,0.000003317
32768,4,18,1027.221250,7.375615,915.458875,0.625156,70.526975,2147483648,143654912,291.160625,229.833000,0.000003330,0.000003311
32768,6,6,1027.367500,7.374462,864.418750,0.319228,22.751487,2147483648,38273024,291.205750,120.090000,0.000003279,0.000003260
32768,6,8,1030.885000,7.375364,894.522750,0.330904,26.020100,2147483648,39845888,291.170250,120.469375,0.000003328,0.000003310
32768,6,10,1028.185000,7.368837,829.401125,0.339320,30.454775,2147483648,41418752,291.428750,122.115625,0.000003350,0.000003332
32768,6,12,1027.260000,7.367807,898.052250,0.340200,37.556625,2147483648,42991616,291.469500,126.498250,0.000003314,0.000003297
32768,6,14,1029.148750,7.374596,986.055500,0.352116,43.628788,2147483648,44564480,291.201125,126.630125,0.000003273,0.000003254
32768,6,16,1026.641250,7.368200,765.102625,0.344204,44.433900,2147483648,46137344,291.454000,134.135250,0.000003246,0.000003227
32768,6,18,1028.527500,7.372031,622.284875,0.354136,46.525950,2147483648,47710208,291.302125,134.896250,0.000003289,0.000003272
32768,8,6,1028.587500,7.370231,770.993125,0.234872,19.292800,2147483648,14680064,291.373375,62.588262,0.000003194,0.000003174
32768,8,8,1026.515000,7.373692,691.416625,0.267240,23.052163,2147483648,16777216,291.236500,62.825137,0.000003420,0.000003399
32768,8,10,1028.346250,7.370115,922.668750,0.272664,29.117438,2147483648,18874368,291.378125,69.275175,0.000003275,0.000003259
32768,8,12,1026.942500,7.367954,984.152500,0.275948,36.301313,2147483648,20971520,291.464125,76.034725,0.000003282,0.000003266
32768,8,14,1027.923750,7.373952,573.302750,0.285592,38.930037,2147483648,23068672,291.226000,80.818588,0.000003272,0.000003256
32768,8,16,1027.495000,7.374209,699.676250,0.284016,44.310788,2147483648,25165824,291.215875,88.628750,0.000003337,0.000003320
32768,8,18,1026.987500,7.380104,845.639375,0.298656,49.926150,2147483648,27262976,290.983750,91.361475,0.000003217,0.000003199
32768,10,6,1029.165000,7.374596,861.661000,0.260532,47.236225,2147483648,9961472,291.201500,38.301988,0.000003369,0.000003355
32768,10,8,1026.897500,7.368831,673.492500,0.288740,46.562950,2147483648,12582912,291.428500,43.611213,0.000003204,0.000003187
32768,10,10,1027.550000,7.371905,665.202125,0.297976,56.716800,2147483648,15204352,291.307125,51.108888,0.000003194,0.000003179
32768,10,12,1027.270000,7.369472,742.237625,0.300924,62.367875,2147483648,17825792,291.403125,59.278750,0.000003267,0.000003248
32768,10,14,1027.517500,7.368704,858.092750,0.316804,72.058763,2147483648,20447232,291.434875,64.619462,0.000003304,0.000003285
32768,10,16,1028.262500,7.373569,591.308625,0.315780,71.279588,2147483648,23068672,291.241625,73.133488,0.000003273,0.000003253
32768,10,18,1026.683750,7.371132,906.852125,0.347756,82.157050,2147483648,25690112,291.337750,74.053600,0.000003240,0.000003224
32768,12,6,1028.108750,7.382400,864.570375,0.334472,197.851250,2147483648,9961472,290.894125,29.798175,0.000003313,0.000003294
32768,12,8,1028.208750,7.371783,767.784000,0.376340,187.906625,2147483648,13107200,291.312125,35.043625,0.000003296,0.000003273
32768,12,10,1026.743750,7.370620,724.084375,0.376824,207.859500,2147483648,16252928,291.358125,43.171675,0.000003262,0.000003245
32768,12,12,1028.625000,7.374591,979.448750,0.383524,215.293000,2147483648,19398656,291.200750,50.608275,0.000003253,0.000003235
32768,12,14,1029.726250,7.370875,827.138750,0.389748,223.856500,2147483648,22544384,291.347625,57.876238,0.000003373,0.000003355
32768,12,16,1027.410000,7.375995,703.476750,0.358276,108.700625,2147483648,24117248,291.145500,67.370525,0.000003300,0.000003280
32768,12,18,1027.937500,7.376127,674.765500,0.366428,126.179625,2147483648,27000832,291.140250,73.803500,0.000003329,0.000003309
