n,max_levels,k, cpu_ms, cublas_kernel_ms, cublas_total_ms, gpu_kernel_ms, gpu_total_ms, ops_cublas, ops_gpu, gflops_cublas, gflops_gpu, relerr_cublas, relerr_custom
4096,6,6,16.794888,3.370240,27.988488,3.776385,7.597744,33554432,1114112,9.957101,0.295108,0.000001195,0.000001173
4096,6,8,16.027625,3.414149,25.534600,3.724543,7.727295,33554432,1310720,9.829530,0.351969,0.000001200,0.000001183
4096,6,10,16.031900,3.458176,25.493637,3.749514,8.121179,33554432,1507328,9.704480,0.402107,0.000001221,0.000001202
4096,6,12,16.031887,3.466493,28.189162,3.748858,8.683077,33554432,1703936,9.681819,0.454655,0.000001179,0.000001158
4096,6,14,16.000363,3.510655,26.479625,3.714814,8.926654,33554432,1900544,9.559501,0.511663,0.000001135,0.000001118
4096,6,16,16.008750,3.515776,26.140162,3.737338,9.217806,33554432,2097152,9.544186,0.561284,0.000001175,0.000001157
4096,6,18,16.064087,3.614209,26.481137,3.777400,9.623582,33554432,2293760,9.310899,0.607664,0.000001161,0.000001145
4096,8,6,16.015612,3.409535,24.924025,3.896708,15.651050,33554432,917504,9.845510,0.235533,0.000001199,0.000001177
4096,8,8,16.014075,3.486720,26.380163,3.908355,14.533463,33554432,1179648,9.648001,0.302060,0.000001193,0.000001172
4096,8,10,16.032212,3.443839,25.484800,3.856387,16.195975,33554432,1441792,9.744165,0.374068,0.000001213,0.000001190
4096,8,12,16.119712,3.473923,26.039800,3.871236,16.411538,33554432,1703936,9.660951,0.440446,0.000001155,0.000001133
4096,8,14,16.010825,3.503874,25.575050,3.865349,17.181287,33554432,1966080,9.578107,0.508682,0.000001169,0.000001148
4096,8,16,16.006725,3.540096,27.285875,3.805316,16.310250,33554432,2228224,9.478939,0.585652,0.000001203,0.000001185
4096,8,18,16.023913,3.585406,24.732675,3.883655,17.997325,33554432,2490368,9.366825,0.641661,0.000001158,0.000001142
4096,10,6,16.011750,3.419011,26.481662,3.978766,51.085738,33554432,1015808,9.815154,0.255474,0.000001172,0.000001147
4096,10,8,16.080687,3.444476,27.836050,3.936380,26.581750,33554432,1245184,9.745251,0.316369,0.000001184,0.000001165
4096,10,10,16.034500,3.462016,25.861750,3.883132,28.216225,33554432,1540096,9.692773,0.396701,0.000001161,0.000001139
4096,10,12,16.078150,3.474181,26.591350,3.910389,28.336725,33554432,1835008,9.659137,0.469395,0.000001163,0.000001144
4096,10,14,16.133688,3.542273,25.511937,3.925113,28.720575,33554432,2129920,9.474844,0.542767,0.000001173,0.000001156
4096,10,16,16.026875,3.540096,27.079025,3.891833,16.283963,33554432,2228224,9.479919,0.572663,0.000001175,0.000001154
4096,10,18,16.025125,3.556480,25.686650,3.852670,17.950737,33554432,2490368,9.436385,0.646633,0.000001162,0.000001142
4096,12,6,16.021025,3.416196,24.939000,3.949834,50.643588,33554432,1015808,9.822649,0.257267,0.000001179,0.000001162
4096,12,8,16.232500,3.418755,28.062587,3.888894,26.778112,33554432,1245184,9.815109,0.320242,0.000001169,0.000001149
4096,12,10,16.032650,3.469953,26.073600,3.926911,28.023500,33554432,1540096,9.670853,0.392575,0.000001211,0.000001193
4096,12,12,16.588287,3.484799,26.512538,3.909629,28.205513,33554432,1835008,9.629808,0.469515,0.000001166,0.000001147
4096,12,14,16.008713,3.569787,26.559975,3.963134,29.120538,33554432,2129920,9.404317,0.538445,0.000001158,0.000001137
4096,12,16,16.013513,3.553025,26.648962,3.852670,16.227675,33554432,2228224,9.449393,0.578493,0.000001226,0.000001207
4096,12,18,16.020900,3.564545,26.204025,3.864316,17.991437,33554432,2490368,9.414831,0.644574,0.000001176,0.000001155
8192,2,6,64.970538,5.634429,60.258437,3.756545,23.883563,134217728,33947648,23.846975,9.040812,0.000001720,0.000001670
8192,2,8,64.843437,5.762555,71.940925,3.988744,26.210825,134217728,34078720,23.408600,8.601308,0.000001711,0.000001664
8192,2,10,64.233625,5.583359,57.914637,3.771380,23.857400,134217728,34209792,24.042475,9.073345,0.000001651,0.000001601
8192,2,12,64.227463,5.605246,57.561462,3.768959,24.955275,134217728,34340864,23.948387,9.113943,0.000001701,0.000001652
8192,2,14,64.287000,5.580416,59.578350,3.748091,25.953637,134217728,34471936,24.056513,9.198182,0.000001740,0.000001689
8192,2,16,64.169938,5.647493,57.568762,3.805058,25.839012,134217728,34603008,23.768362,9.107973,0.000001689,0.000001643
8192,2,18,65.099325,5.621753,63.118075,3.809417,27.213325,134217728,34734080,23.878000,9.124350,0.000001680,0.000001636
8192,4,6,64.335162,3.713029,57.295363,3.627280,17.301762,134217728,9175040,36.157863,2.530943,0.000001698,0.000001647
8192,4,8,64.151925,3.723386,51.307788,3.677310,17.680163,134217728,9437184,36.069113,2.567150,0.000001741,0.000001688
8192,4,10,64.189387,4.046464,62.706750,3.665661,19.364600,134217728,9699328,34.292525,2.646355,0.000001699,0.000001654
8192,4,12,64.240962,3.743873,64.177225,3.728759,21.814000,134217728,9961472,35.857550,2.673268,0.000001682,0.000001635
8192,4,14,64.143912,3.767296,53.016838,3.688960,20.668200,134217728,10223616,35.629400,2.772659,0.000001667,0.000001620
8192,4,16,64.150662,4.031230,66.345687,3.692549,21.904038,134217728,10485760,34.071737,2.840723,0.000001697,0.000001649
8192,4,18,64.176500,3.832069,47.098500,3.734018,21.412537,134217728,10747904,35.031625,2.879215,0.000001696,0.000001651
8192,6,6,64.168450,4.205184,63.720050,2.406789,11.678888,134217728,3276800,32.873488,1.418513,0.000001743,0.000001694
8192,6,8,64.194587,4.085121,65.853875,2.396029,12.017550,134217728,3670016,33.611650,1.601805,0.000001712,0.000001662
8192,6,10,64.251587,4.020736,59.168250,2.163329,12.776962,134217728,4063232,33.381887,1.878634,0.000001676,0.000001627
8192,6,12,64.373388,4.126976,59.205000,2.145024,13.517050,134217728,4456448,32.527025,2.077620,0.000001695,0.000001649
8192,6,14,64.170650,4.285696,61.349612,2.144637,14.221975,134217728,4849664,31.380463,2.261353,0.000001726,0.000001676
8192,6,16,64.175300,4.261119,55.546625,2.167424,14.628425,134217728,5242880,31.556225,2.419249,0.000001727,0.000001680
8192,6,18,66.187075,5.133824,65.503475,2.392057,15.722413,134217728,5636096,28.360750,2.466689,0.000001659,0.000001612
8192,8,6,64.164087,3.751555,54.912775,2.301580,18.400225,134217728,2097152,35.779762,0.911669,0.000001646,0.000001595
8192,8,8,64.141262,3.787009,55.059337,2.246651,18.395888,134217728,2621440,35.443900,1.166902,0.000001701,0.000001652
8192,8,10,64.154012,4.477690,68.598988,2.709649,20.409775,134217728,3145728,31.586350,1.243937,0.000001680,0.000001625
8192,8,12,64.154125,3.849471,62.972275,2.230787,20.008600,134217728,3670016,34.891175,1.645210,0.000001704,0.000001660
8192,8,14,64.191913,3.985022,57.237488,2.290694,22.681250,134217728,4194304,33.682800,1.831119,0.000001654,0.000001603
8192,8,16,64.585325,4.667388,56.821737,2.496914,22.885625,134217728,4718592,30.749075,1.964135,0.000001694,0.000001650
8192,8,18,64.217150,4.244484,56.929275,2.290049,23.839925,134217728,5242880,31.670300,2.289750,0.000001632,0.000001585
8192,10,6,64.177100,3.762944,48.819212,2.363260,48.006462,134217728,2097152,35.669100,0.887678,0.000001673,0.000001623
8192,10,8,64.213700,3.803012,56.989700,2.344712,46.215275,134217728,2752512,35.300688,1.174171,0.000001675,0.000001628
8192,10,10,64.167462,3.864064,56.879475,2.352255,49.692437,134217728,3407872,34.789300,1.449684,0.000001654,0.000001598
8192,10,12,64.249575,4.029824,55.079675,2.357115,49.687863,134217728,4063232,33.310288,1.724869,0.000001711,0.000001665
8192,10,14,64.163438,4.190345,59.405200,2.330621,52.045637,134217728,4718592,32.031400,2.024804,0.000001692,0.000001643
8192,10,16,64.231575,4.181631,53.328400,2.342532,29.350513,134217728,4980736,32.100338,2.126684,0.000001682,0.000001628
8192,10,18,64.253213,4.231172,53.128075,2.324225,32.490812,134217728,5570560,31.767250,2.397126,0.000001686,0.000001639
8192,12,6,64.269813,3.763331,60.988937,2.408696,95.987625,134217728,2228224,35.666187,0.925230,0.000001718,0.000001667
8192,12,8,64.457538,4.032640,62.411525,2.564366,46.778038,134217728,2752512,34.090587,1.113980,0.000001653,0.000001608
8192,12,10,64.215137,3.846024,54.824450,2.348552,48.870300,134217728,3407872,34.923587,1.451664,0.000001649,0.000001602
8192,12,12,64.174400,4.980991,67.823100,2.818812,51.959350,134217728,4063232,29.352612,1.541045,0.000001689,0.000001637
8192,12,14,64.120150,4.181629,58.911988,2.353151,51.920113,134217728,4718592,32.099863,2.005593,0.000001703,0.000001653
8192,12,16,64.704775,4.154496,61.206525,2.316793,29.305900,134217728,4980736,32.308613,2.150271,0.000001682,0.000001632
8192,12,18,64.238550,4.199679,55.070212,2.355573,32.970487,134217728,5570560,32.008437,2.368797,0.000001701,0.000001655
16384,2,6,256.895625,10.269450,171.766250,0.669956,71.073662,536870912,135004160,52.286713,201.550125,0.000002239,0.000002217
16384,2,8,257.260375,10.299387,163.821625,0.669316,68.613338,536870912,135266304,52.142800,202.103375,0.000002346,0.000002328
16384,2,10,257.625375,10.507625,188.597625,0.675976,75.877887,536870912,135528448,51.201087,200.530750,0.000002366,0.000002343
16384,2,12,256.857375,10.287875,173.067750,0.673024,73.163400,536870912,135790592,52.185513,201.782750,0.000002417,0.000002396
16384,2,14,257.162125,10.237687,171.872500,0.680944,75.976462,536870912,136052736,52.443787,199.822750,0.000002336,0.000002316
16384,2,16,257.157125,10.284688,179.905250,0.679696,78.600063,536870912,136314880,52.205962,200.561750,0.000002373,0.000002352
16384,2,18,257.443750,10.300925,171.100625,0.681844,76.052612,536870912,136577024,52.125650,200.333125,0.000002320,0.000002303
16384,4,6,256.955625,10.385525,203.147875,5.346969,43.297063,536870912,35127296,51.711425,6.570894,0.000002383,0.000002359
16384,4,8,257.073125,10.433412,162.856250,5.262467,46.031650,536870912,35651584,51.592025,6.776001,0.000002384,0.000002361
16384,4,10,256.699750,10.217987,163.377625,5.233141,48.440162,536870912,36175872,52.554387,6.914380,0.000002322,0.000002299
16384,4,12,257.018000,10.380662,197.211625,5.331322,48.363687,536870912,36700160,51.729675,6.886065,0.000002346,0.000002326
16384,4,14,258.173000,10.323063,172.868750,5.293692,52.536450,536870912,37224448,52.011825,7.036331,0.000002346,0.000002320
16384,4,16,256.625000,10.214650,178.796875,5.282299,52.614063,536870912,37748736,52.561163,7.148817,0.000002410,0.000002388
16384,4,18,257.245375,10.268538,162.278500,5.288312,55.690337,536870912,38273024,52.289138,7.239517,0.000002334,0.000002312
16384,6,6,257.174500,8.811393,167.434875,4.967952,45.981900,536870912,10747904,60.935612,2.164032,0.000002391,0.000002367
16384,6,8,256.830125,8.943105,168.158375,4.977544,46.617150,536870912,11534336,60.045250,2.318192,0.000002319,0.000002296
16384,6,10,256.889125,9.073545,167.918375,4.874915,49.394975,536870912,12320768,59.187688,2.528066,0.000002340,0.000002316
16384,6,12,256.646500,9.270528,169.115625,4.774387,52.315638,536870912,13107200,58.136738,2.746041,0.000002337,0.000002315
16384,6,14,256.749250,9.181056,150.736125,4.719096,55.134200,536870912,13893632,58.499450,2.945277,0.000002332,0.000002308
16384,6,16,257.084000,9.394939,176.441250,4.689001,56.171825,536870912,14680064,57.156675,3.131665,0.000002351,0.000002328
16384,6,18,256.816875,9.343744,185.087125,4.695801,58.096175,536870912,15466496,57.487662,3.294799,0.000002318,0.000002294
16384,8,6,256.727000,6.395643,131.297500,5.063156,33.015475,536870912,5242880,83.973962,1.036042,0.000002350,0.000002330
16384,8,8,256.923625,6.613001,183.993500,5.077231,31.830175,536870912,6291456,81.535550,1.239683,0.000002389,0.000002364
16384,8,10,256.770000,6.429182,157.085250,4.905190,46.670662,536870912,7340032,83.513738,1.496650,0.000002340,0.000002312
16384,8,12,256.795000,6.556535,141.297000,4.808049,47.847100,536870912,8388608,81.915513,1.744994,0.000002330,0.000002308
16384,8,14,256.929375,6.876544,166.711000,4.770532,50.802975,536870912,9437184,78.107175,1.978682,0.000002279,0.000002258
16384,8,16,256.879375,7.446027,159.039750,4.683115,52.260813,536870912,10485760,72.160562,2.239781,0.000002269,0.000002249
16384,8,18,258.892000,8.150404,151.253750,4.595828,54.302950,536870912,11534336,65.896700,2.510664,0.000002364,0.000002341
16384,10,6,256.628500,6.539649,157.543375,5.240696,65.113575,536870912,4456448,82.099987,0.850523,0.000002267,0.000002246
16384,10,8,259.272500,6.478718,180.810000,5.152908,61.264525,536870912,5767168,82.904900,1.119344,0.000002296,0.000002274
16384,10,10,256.762875,6.404610,189.367375,5.111174,79.246425,536870912,7077888,83.864800,1.384984,0.000002279,0.000002257
16384,10,12,256.994000,6.581889,165.701500,4.936575,80.103588,536870912,8388608,81.587225,1.700145,0.000002353,0.000002331
16384,10,14,257.447875,7.198580,166.377750,4.822029,80.923063,536870912,9699328,74.605812,2.011991,0.000002320,0.000002302
16384,10,16,256.820750,8.134909,142.438875,4.747000,77.941725,536870912,11010048,66.024050,2.319933,0.000002285,0.000002263
16384,10,18,256.958000,8.898687,152.969750,4.745079,84.098775,536870912,12320768,60.337375,2.597430,0.000002334,0.000002308
16384,12,6,258.784500,6.510336,175.052500,5.165591,211.220125,536870912,4849664,82.522600,0.939155,0.000002255,0.000002236
16384,12,8,256.800125,6.468872,165.490000,5.299067,111.029625,536870912,6029312,83.014612,1.139649,0.000002249,0.000002228
16384,12,10,258.311375,6.683777,173.906250,5.075830,123.280000,536870912,7471104,80.728813,1.472198,0.000002314,0.000002291
16384,12,12,256.832500,6.974206,175.332875,5.022616,123.984625,536870912,8912896,76.997287,1.776139,0.000002361,0.000002339
16384,12,14,256.778000,8.159234,167.086000,4.924803,128.721500,536870912,10354688,65.967325,2.103334,0.000002381,0.000002356
16384,12,16,257.154750,8.212604,135.985125,4.759267,78.607587,536870912,11010048,65.413888,2.313699,0.000002229,0.000002208
16384,12,18,256.680000,9.005816,168.026250,4.780035,84.726462,536870912,12320768,59.741450,2.579251,0.000002341,0.000002321
32768,2,6,1027.460000,12.690188,473.275625,5.408999,242.908875,2147483648,538443776,169.489250,99.567238,0.000003358,0.000003337
32768,2,8,1027.913750,12.666625,1092.237375,6.145915,294.967500,2147483648,538968064,169.568500,91.259025,0.000003227,0.000003211
32768,2,10,1030.701250,12.698125,816.918500,5.638154,279.432500,2147483648,539492352,169.273875,95.919888,0.000003283,0.000003267
32768,2,12,1027.663750,13.154813,806.383375,5.725296,282.207625,2147483648,540016640,165.250375,94.546238,0.000003198,0.000003184
32768,2,14,1031.971250,12.463475,768.951000,5.608322,279.767750,2147483648,540540928,172.320875,96.603813,0.000003257,0.000003243
32768,2,16,1140.917500,489.871050,1763.014250,115.936250,425.509125,2147483648,541065216,127.681476,70.567447,0.000003266,0.000003251
32768,2,18,1029.271250,12.658838,543.093125,5.479547,271.815875,2147483648,541589504,169.862250,98.889387,0.000003308,0.000003293
32768,4,6,1037.616250,12.495600,625.865750,4.229493,147.936875,2147483648,137363456,171.873125,32.503312,0.000003317,0.000003299
32768,4,8,1027.393750,12.325738,472.686125,4.098302,163.858875,2147483648,138412032,174.229875,33.776013,0.000003223,0.000003208
32768,4,10,1025.977500,12.413813,471.182500,4.141064,168.704875,2147483648,139460608,173.010875,33.680525,0.000003271,0.000003250
32768,4,12,1028.231250,12.345062,472.640875,4.110857,176.580750,2147483648,140509184,173.956000,34.182800,0.000003270,0.000003252
32768,4,14,1027.105000,12.329850,474.818500,4.157687,182.228000,2147483648,141557760,174.173750,34.055600,0.000003328,0.000003309
32768,4,16,1030.365000,12.369262,472.720000,4.137956,184.399000,2147483648,142606336,173.620750,34.474200,0.000003308,0.000003291
32768,4,18,1034.333750,12.582275,574.773625,4.175966,184.229875,2147483648,143654912,170.919125,34.405037,0.000003311,0.000003294
32768,6,6,1053.151250,11.198837,702.031750,3.953411,120.479875,2147483648,38273024,193.557625,9.699821,0.000003410,0.000003384
32768,6,8,1029.870000,10.738950,512.738500,3.843704,116.730125,2147483648,39845888,200.174750,10.371572,0.000003193,0.000003176
32768,6,10,1046.382500,10.786175,538.933500,3.854720,139.273375,2147483648,41418752,199.420375,10.746863,0.000003285,0.000003264
32768,6,12,1031.523750,11.168888,600.377250,3.931524,142.620375,2147483648,42991616,194.419375,10.940338,0.000003320,0.000003301
32768,6,14,1063.162500,10.687487,663.883375,4.069235,144.696125,2147483648,44564480,201.064625,11.063416,0.000003223,0.000003205
32768,6,16,1028.055000,10.611450,602.692875,3.906687,146.874250,2147483648,46137344,202.376375,11.813213,0.000003304,0.000003285
32768,6,18,1027.306250,10.619900,568.240625,3.943441,148.420375,2147483648,47710208,202.215250,12.105875,0.000003271,0.000003251
32768,8,6,1029.072500,11.048713,568.446250,2.351478,50.945062,2147483648,14680064,194.380625,6.243064,0.000003201,0.000003181
32768,8,8,1028.376250,11.016350,505.153500,2.404733,53.758525,2147483648,16777216,194.982875,6.976922,0.000003258,0.000003240
32768,8,10,1030.915000,10.659825,635.674750,3.006739,90.254113,2147483648,18874368,201.509875,6.291520,0.000003288,0.000003270
32768,8,12,1059.965000,10.796537,616.054750,3.957116,98.398875,2147483648,20971520,199.246000,5.531749,0.000003296,0.000003272
32768,8,14,1042.437500,10.548588,644.760500,3.798765,101.054800,2147483648,23068672,203.581750,6.077992,0.000003220,0.000003201
32768,8,16,1070.070000,10.828550,952.476375,4.019840,103.298250,2147483648,25165824,198.627125,6.274000,0.000003309,0.000003292
32768,8,18,1472.313750,13.195137,1578.272500,4.876288,155.215625,2147483648,27262976,166.183500,5.686416,0.000003366,0.000003350
32768,10,6,1173.422500,11.261425,1243.015000,4.451968,88.191637,2147483648,9961472,192.376375,2.255243,0.000003310,0.000003287
32768,10,8,1093.205000,11.603837,909.227500,2.536344,80.565725,2147483648,12582912,185.859625,4.976800,0.000003304,0.000003286
32768,10,10,1055.848750,11.723775,752.647250,2.761859,117.824500,2147483648,15204352,183.940500,5.763124,0.000003320,0.000003302
32768,10,12,1062.328750,11.393800,783.895750,2.589431,118.880625,2147483648,17825792,189.103750,6.915646,0.000003236,0.000003219
32768,10,14,1152.920000,11.502062,709.446750,3.598987,135.548250,2147483648,20447232,187.592375,5.757758,0.000003272,0.000003253
32768,10,16,1257.525000,11.186450,806.330625,4.482800,138.770500,2147483648,23068672,192.011000,5.148205,0.000003305,0.000003287
32768,10,18,1255.726250,11.207187,747.566250,4.620183,181.861000,2147483648,25690112,191.619625,5.565524,0.000003343,0.000003327
32768,12,6,1259.115000,11.167488,878.803375,4.743799,264.834375,2147483648,9961472,192.363000,2.101449,0.000003328,0.000003311
32768,12,8,1257.311250,11.652350,842.783625,3.003889,242.151125,2147483648,13107200,184.344750,4.364214,0.000003206,0.000003189
32768,12,10,1258.626250,11.843700,759.552375,3.006832,294.655250,2147483648,16252928,181.345375,5.410394,0.000003403,0.000003384
32768,12,12,1255.997500,11.122050,799.116250,4.691569,301.075750,2147483648,19398656,193.085000,4.135721,0.000003244,0.000003225
32768,12,14,1114.123750,10.686613,764.382125,4.258295,288.994500,2147483648,22544384,201.044875,5.312070,0.000003311,0.000003293
32768,12,16,1026.981250,10.652550,754.510000,4.008580,167.657625,2147483648,24117248,201.662125,6.018273,0.000003320,0.000003303
32768,12,18,1027.501250,10.749562,694.205500,3.982728,217.492250,2147483648,27000832,199.780250,6.779564,0.000003288,0.000003269
